,Epoch,D_Adv_Real,D_Aux_Real,D_Adv_Fake,D_Aux_Fake,acc,G_Adv,G_Aux
0,0.0,0.7196570634841919,2.1977689266204834,0.6673334836959839,2.1966347694396973,13.280000000000001,0.7196581959724426,2.197007179260254
1,0.0,0.7190383672714233,2.1986870765686035,0.667921781539917,2.197310209274292,9.38,0.7190413475036621,2.1972908973693848
2,0.0,0.7184956073760986,2.196924924850464,0.6684405207633972,2.1977086067199707,16.41,0.7184967994689941,2.197866439819336
3,0.0,0.7179434299468994,2.196302890777588,0.6689654588699341,2.197326421737671,13.280000000000001,0.7179411053657532,2.1974363327026367
4,0.0,0.7173919677734375,2.198068380355835,0.6694896817207336,2.19640851020813,9.38,0.7173931002616882,2.196366548538208
5,0.0,0.7168712615966797,2.1978330612182617,0.6699855327606201,2.1968390941619873,10.94,0.7168710827827454,2.196841239929199
6,0.0,0.7163370251655579,2.1983985900878906,0.6704950332641602,2.196516990661621,6.25,0.7163363099098206,2.196582317352295
7,0.0,0.7158064246177673,2.1970880031585693,0.6710051894187927,2.1977250576019287,7.8100000000000005,0.7158057689666748,2.1975884437561035
8,0.0,0.7152825593948364,2.197396755218506,0.6715075969696045,2.1961116790771484,10.94,0.7152817249298096,2.196215867996216
9,0.0,0.7147790193557739,2.1987452507019043,0.6719891428947449,2.1964564323425293,5.47,0.7147796154022217,2.1965091228485107
10,0.0,0.7142691016197205,2.1969845294952393,0.6724766492843628,2.197690486907959,10.16,0.71426922082901,2.1976327896118164
11,0.0,0.7137629985809326,2.19779634475708,0.6729627251625061,2.197768449783325,8.59,0.7137613296508789,2.197664499282837
12,0.0,0.7132251262664795,2.197709083557129,0.6734784841537476,2.198004722595215,10.94,0.7132230997085571,2.1977648735046387
13,0.0,0.7126669883728027,2.196812868118286,0.6740151643753052,2.197922706604004,7.03,0.7126690149307251,2.1978559494018555
14,0.0,0.7121120691299438,2.1966381072998047,0.6745505332946777,2.1973111629486084,14.06,0.712110161781311,2.19722318649292
15,0.0,0.711633026599884,2.197866916656494,0.6750134229660034,2.1988580226898193,7.03,0.7116326093673706,2.1989681720733643
16,0.0,0.7111337184906006,2.1982457637786865,0.675491213798523,2.1967451572418213,14.84,0.7111316919326782,2.1967194080352783
17,0.0,0.7106359601020813,2.197453498840332,0.6759738922119141,2.1965248584747314,14.06,0.7106359004974365,2.196521282196045
18,0.0,0.7101455330848694,2.1972594261169434,0.6764492392539978,2.1970624923706055,9.38,0.7101444005966187,2.1970839500427246
19,0.0,0.7096872329711914,2.196730613708496,0.6768922805786133,2.1975884437561035,9.38,0.7096856832504272,2.197596549987793
20,0.0,0.709209144115448,2.1975107192993164,0.6773550510406494,2.196051597595215,10.94,0.7092089653015137,2.1961004734039307
21,0.0,0.7087138891220093,2.1991941928863525,0.6778389811515808,2.198314905166626,3.91,0.708710253238678,2.198275089263916
22,0.0,0.7082056999206543,2.1974432468414307,0.6783324480056763,2.1984410285949707,8.59,0.7082024812698364,2.1986048221588135
23,0.0,0.7077243328094482,2.198681354522705,0.678793728351593,2.1975226402282715,7.03,0.7077281475067139,2.1974077224731445
24,0.0,0.7072683572769165,2.1978859901428223,0.6792420148849487,2.1975812911987305,10.16,0.7072662115097046,2.1972997188568115
25,0.0,0.7068371176719666,2.1980228424072266,0.6796573400497437,2.1977498531341553,10.94,0.7068361639976501,2.197906494140625
26,0.0,0.7064130306243896,2.1973443031311035,0.6800682544708252,2.196225881576538,15.620000000000001,0.7064162492752075,2.195962905883789
27,0.0,0.7059520483016968,2.197117328643799,0.6805198192596436,2.196629285812378,11.72,0.7059544324874878,2.196791887283325
28,0.0,0.7054866552352905,2.196896553039551,0.6809757947921753,2.196716070175171,12.5,0.7054823637008667,2.1967437267303467
29,0.0,0.7050530910491943,2.197359561920166,0.6814000010490417,2.1970720291137695,10.16,0.7050541639328003,2.197312831878662
30,0.0,0.7046329975128174,2.196747303009033,0.6818079352378845,2.19830584526062,10.94,0.7046337127685547,2.198357105255127
31,0.0,0.7042257785797119,2.1989827156066895,0.6822088956832886,2.196974754333496,9.38,0.704223096370697,2.19720458984375
32,0.0,0.7038443088531494,2.1976497173309326,0.6825852394104004,2.1968789100646973,7.8100000000000005,0.7038432359695435,2.1970174312591553
33,0.0,0.7034674882888794,2.1976165771484375,0.6829513311386108,2.1966724395751953,10.94,0.7034701108932495,2.1965510845184326
34,1.0,0.7031075954437256,2.1976912021636963,0.6833012700080872,2.1977181434631348,8.59,0.7031074166297913,2.1977875232696533
35,1.0,0.7027778625488281,2.1977128982543945,0.6836272478103638,2.1974527835845947,10.16,0.7027771472930908,2.197448968887329
36,1.0,0.7024237513542175,2.197650671005249,0.6839703917503357,2.1979663372039795,10.94,0.702422022819519,2.197836399078369
37,1.0,0.7021035552024841,2.1979668140411377,0.6842899322509766,2.197289228439331,12.5,0.7021018266677856,2.19756817817688
38,1.0,0.7017529606819153,2.197350263595581,0.6846343278884888,2.1980113983154297,12.5,0.7017521858215332,2.198147773742676
39,1.0,0.7013900279998779,2.1979475021362305,0.6849900484085083,2.1970202922821045,10.16,0.7013845443725586,2.19683837890625
40,1.0,0.7009766697883606,2.1979870796203613,0.6853986978530884,2.1970207691192627,8.59,0.7009738087654114,2.197044849395752
41,1.0,0.7005417346954346,2.1973414421081543,0.6858245134353638,2.1973931789398193,10.94,0.7005453705787659,2.1972110271453857
42,1.0,0.7001862525939941,2.1976230144500732,0.6861761212348938,2.1979904174804688,10.16,0.7001863718032837,2.1978096961975098
43,1.0,0.6998795866966248,2.1968889236450195,0.686481237411499,2.1973228454589844,14.06,0.6998810768127441,2.1972169876098633
44,1.0,0.6995902061462402,2.1966166496276855,0.6867599487304688,2.198402166366577,9.38,0.6995906829833984,2.198274850845337
45,1.0,0.6993306279182434,2.19796085357666,0.6870200037956238,2.196545124053955,12.5,0.6993304491043091,2.196289300918579
46,1.0,0.6990840435028076,2.1971631050109863,0.6872656941413879,2.1975257396698,13.280000000000001,0.6990820169448853,2.1975162029266357
47,1.0,0.6987934112548828,2.19754958152771,0.687553346157074,2.1979262828826904,9.38,0.6987898349761963,2.1978213787078857
48,1.0,0.6984823346138,2.1979246139526367,0.6878578066825867,2.1977739334106445,11.72,0.6984822750091553,2.19767165184021
49,1.0,0.6982007026672363,2.197117567062378,0.6881437301635742,2.1978354454040527,8.59,0.698194146156311,2.1979010105133057
50,1.0,0.6979479789733887,2.1972663402557373,0.6883932948112488,2.1981699466705322,12.5,0.697945237159729,2.1982836723327637
51,1.0,0.6976909637451172,2.1974596977233887,0.688642680644989,2.1964614391326904,13.280000000000001,0.6976891756057739,2.1964941024780273
52,1.0,0.6974532604217529,2.197089195251465,0.6888830661773682,2.197174072265625,10.94,0.6974467635154724,2.197178363800049
53,1.0,0.6972119808197021,2.197040319442749,0.6891147494316101,2.1976068019866943,10.94,0.6972131133079529,2.197646379470825
54,1.0,0.6970078945159912,2.1970338821411133,0.6893163919448853,2.196993112564087,10.94,0.697007417678833,2.1969943046569824
55,1.0,0.6967971920967102,2.1971285343170166,0.6895273923873901,2.1977782249450684,10.16,0.6967992782592773,2.1978020668029785
56,1.0,0.6965991258621216,2.196458578109741,0.6897261142730713,2.1967294216156006,14.84,0.696599006652832,2.1969153881073
57,1.0,0.6964173913002014,2.197205066680908,0.6899037957191467,2.1975772380828857,7.8100000000000005,0.6964181661605835,2.197730779647827
58,1.0,0.6962355375289917,2.1972506046295166,0.6900898218154907,2.1974854469299316,9.38,0.6962319016456604,2.1973071098327637
59,1.0,0.6960987448692322,2.1977360248565674,0.6902262568473816,2.1966359615325928,14.06,0.6960917115211487,2.19663143157959
60,1.0,0.6959350109100342,2.1978812217712402,0.6903824806213379,2.196955680847168,9.38,0.6959360837936401,2.197232723236084
61,1.0,0.6957660913467407,2.1978695392608643,0.6905585527420044,2.1976611614227295,7.8100000000000005,0.6957626938819885,2.1975417137145996
62,1.0,0.6955850124359131,2.1975502967834473,0.6907395124435425,2.1970434188842773,9.38,0.6955821514129639,2.1966395378112793
63,1.0,0.6954824924468994,2.1966497898101807,0.6908383369445801,2.196227788925171,14.06,0.6954808235168457,2.196186065673828
64,1.0,0.6953712105751038,2.196519613265991,0.6909441947937012,2.195892095565796,14.84,0.6953698992729187,2.1960301399230957
65,1.0,0.6952906847000122,2.197328567504883,0.6910279393196106,2.1968092918395996,9.38,0.6952895522117615,2.196950912475586
66,1.0,0.6952090263366699,2.1970949172973633,0.691108226776123,2.1976733207702637,10.94,0.6952084302902222,2.197598695755005
67,1.0,0.6950738430023193,2.1979212760925293,0.6912373304367065,2.1977100372314453,10.94,0.6950732469558716,2.1977148056030273
